Date,Consumer Sentiment,PCE Total,PCE Durables,PCE Nondurables,PCE Services,Real Disposable Income,Recession Flag,Sentiment_MoM,Spending_MoM,Sentiment_Z,Spending_Z,Divergence_Raw,Divergence_3m,Divergence_6m,High_Divergence_Flag,Event_Label
2001-06-01,92.6,7069.7,934.1,1586.8,4548.8,10218.1,1,0.0065217391304346,0.0023962114337567,0.1272571951703365,-0.1358888874587716,0.2631460826291081,0.126651535591866,-0.0625916384735027,0,
2001-07-01,92.4,7082.3,925.0,1592.0,4565.3,10370.7,1,-0.0021598272138227,0.0017822538438689,-0.0279595759687983,-0.1928637727796376,0.1649041968108393,0.2937183109735881,0.0937624859273827,0,
2001-08-01,91.5,7121.7,942.5,1590.2,4589.0,10543.1,1,-0.0097402597402598,0.0055631645087046,-0.1634892965208874,0.1580024028088373,-0.3214916993297247,0.0355195267034074,0.1395795229732907,0,
2001-09-01,81.8,7007.0,904.1,1591.9,4511.0,10452.8,1,-0.1060109289617486,-0.0161057050985017,-1.884702017753776,-1.8528553196748836,-0.0318466980788927,-0.0628114001992594,0.0319200676963033,1,Sept 11 Attacks
2001-10-01,82.7,7212.9,1035.1,1592.0,4585.8,10267.7,1,0.011002444987775,0.0293849008134721,0.2073672430605565,2.368644825774997,-2.1612775827144404,-0.838205326707686,-0.2722435078670489,0,
2001-11-01,83.9,7182.3,997.0,1580.6,4604.8,10279.7,1,0.0145102781136639,-0.004242399035062,0.2700834062395111,-0.7519478406838227,1.022031246923334,-0.3903643446233331,-0.1774224089599628,0,
2001-12-01,88.8,7166.7,955.6,1573.1,4638.1,10298.9,0,0.0584028605482715,-0.0021720061818637,1.0548340666966072,-0.5598166620438265,1.6146507287404337,0.158468130983109,0.0478283653919248,0,
2002-01-01,93.0,7184.6,970.7,1578.6,4635.3,10514.7,0,0.0472972972972973,0.0024976628015684,0.856278921099192,-0.1264742631558569,0.982753184255049,1.2064783866396056,0.1841365299659597,1,Sept 11 Attacks
2002-02-01,90.7,7225.2,983.2,1584.5,4657.5,10531.6,0,-0.0247311827956988,0.0056509756980207,-0.4315103633183082,0.1661512269679922,-0.5976615902863005,0.6665807742363942,0.1381082148065304,0,
2002-03-01,95.7,7243.4,974.9,1593.8,4674.7,10539.0,0,0.0551267916207276,0.0025189614128329,0.9962615901643076,-0.1244977651790074,1.1207593553433148,0.5019503164373545,0.3302092237102317,0,
2002-04-01,93.0,7312.5,1001.5,1607.3,4703.6,10574.2,0,-0.0282131661442006,0.0095397189165309,-0.49376436116654,0.5270241969680892,-1.0207885581346292,-0.1658969310258715,0.5202907278068668,0,
2002-05-01,96.9,7288.9,962.7,1602.6,4723.7,10616.5,0,0.0419354838709677,-0.0032273504273504,0.7604156477584497,-0.657751956518529,1.4181676042769786,0.5060461338285548,0.5863134540324744,1,
2002-06-01,92.4,7322.5,968.0,1618.7,4735.8,10648.2,0,-0.0464396284829721,0.0046097490705045,-0.8196332794389293,0.0695260387255827,-0.889159318164512,-0.1639267573407208,0.1690117795483167,0,
2002-07-01,88.1,7387.3,1001.6,1617.5,4768.2,10621.0,0,-0.0465367965367966,0.0088494366678046,-0.8213705364009168,0.4629664304252982,-1.284336966826215,-0.2517762269045827,-0.2088365789652272,0,
2002-08-01,87.6,7412.6,1019.7,1616.3,4776.6,10623.0,0,-0.0056753688989784,0.0034247966103988,-0.0908135596322232,-0.0404368180534018,-0.0503767415788213,-0.741291008856516,-0.1176224375139807,0,
2002-09-01,86.1,7391.5,983.9,1616.4,4791.3,10633.6,0,-0.0171232876712328,-0.0028465046002752,-0.2954896419923816,-0.6224096988774019,0.3269200568850203,-0.3359312171733386,-0.2499289872570298,0,
2002-10-01,80.6,7435.2,969.9,1634.8,4830.4,10661.8,0,-0.0638792102206736,0.0059121964418589,-1.1314336458709144,0.1903923507340988,-1.3218259966050132,-0.3484275604329379,-0.3001018936687604,0,
2002-11-01,84.2,7463.8,978.5,1645.0,4840.3,10690.9,0,0.044665012406948,0.0038465676780718,0.8092165886586175,-0.0012967233495924,0.81051331200821,-0.0614642092372608,-0.4013776090468886,0,
2002-12-01,86.7,7519.9,1009.9,1645.8,4864.3,10719.9,0,0.0296912114014251,0.007516278571237,0.541501645111066,0.339250182075952,0.202251463035114,-0.1030204071872296,-0.2194758121802842,0,
2003-01-01,82.4,7541.3,982.6,1667.1,4891.6,10710.4,0,-0.04959630911188,0.0028457825237038,-0.8760712256927922,-0.0941689678500088,-0.7819022578427833,0.0769541724001803,-0.1357366940163789,0,
2003-02-01,79.9,7548.6,956.4,1687.0,4905.3,10674.0,0,-0.0303398058252427,0.0009680028642276,-0.5317863184468709,-0.2684257610204679,-0.2633605574264029,-0.2810037840780239,-0.1712339966576426,0,
2003-03-01,77.6,7611.5,984.6,1694.3,4932.6,10696.5,0,-0.0287859824780977,0.0083326709588531,-0.5040056814856628,0.415010891654859,-0.919016573140522,-0.6547597961365693,-0.3788901016618997,0,
2003-04-01,86.0,7634.5,1003.9,1676.2,4954.4,10752.7,0,0.1082474226804124,0.00302174341457,1.945999518437061,-0.0778399058053588,2.02383942424242,0.2804874312251651,0.1787208018126726,0,
2003-05-01,92.1,7650.3,1005.7,1653.0,4991.7,10832.0,0,0.0709302325581395,0.0020695526884537,1.2788095749315558,-0.1662026173633057,1.4450121922948616,0.8499450144655866,0.2844706151937812,0,
2003-06-01,89.7,7699.6,1013.9,1681.0,5004.6,10860.6,0,-0.026058631921824,0.0064441917310431,-0.4552436804454533,0.2397611851483,-0.6950048655937533,0.9246155836478428,0.1349278937556366,1,
2003-07-01,90.9,7757.0,1024.9,1696.8,5035.3,10991.1,0,0.0133779264214046,0.0074549327237778,0.2498382147041527,0.3335573253029977,-0.0837191105988449,0.2220960720340878,0.2512917516296264,0,
2003-08-01,89.3,7852.1,1059.3,1733.1,5059.7,11066.7,0,-0.0176017601760176,0.0122598942890292,-0.304044199352953,0.779454792262236,-1.0834989916151891,-0.6207409892692625,0.114602012598162,0,
